movie_id,title,overview,language,rating,genres,keywords,is_regional
1265609,War Machine,"On one last grueling mission during Army Ranger training, a combat engineer must lead his unit in a fight against a giant otherworldly killing machine.",en,7.3,"['Action', 'Science Fiction', 'Thriller']","['military training', 'military sci-fi', 'u.s. army ranger']",
1290821,Shelter,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",en,6.559,"['Action', 'Crime', 'Thriller']","['grave', 'ghosts of the past', 'apologetic', 'solitary life']",
1159559,Scream 7,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",en,5.882,"['Horror', 'Mystery', 'Crime']","['mask', 'artificial intelligence (a.i.)', 'sequel', 'murder', 'serial killer', 'slasher', 'whodunit', 'killing spree', 'self-referential', 'reboot', 'crime spree', 'disturbed', 'murder mystery', 'masked villain', 'murder spree', 'teen horror', 'apathetic']",
875828,Peaky Blinders: The Immortal Man,"After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation.",en,7.194,"['Crime', 'Drama']","['england', 'gangster', 'world war ii', 'period drama', '1940s', 'based on tv series', 'admiring']",
687163,Project Hail Mary,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction… but an unexpected friendship means he may not have to do it alone.",en,8.3,"['Science Fiction', 'Adventure', 'Mystery']","['based on novel or book', 'space travel', 'space mission', 'alien', 'space', 'science teacher', 'save the planet']",
1523145,Your Heart Will Be Broken,"High school student Polina is saved from bullying at her new school and makes a deal with the main bully Bars: he must pretend to be her boyfriend and protect her, and she must do everything he says. During this game, the couple develops real feelings, but her family and classmates have reasons to separate the lovers.",ru,0.0,"['Romance', 'Drama']",[],
83533,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",en,7.261,"['Science Fiction', 'Adventure', 'Fantasy']","['witch', 'clone', 'space war', 'tribe', 'sequel', 'alien', 'transhumanism', 'family', 'space adventure', 'family dynamics', 'rival']",
1171145,Crime 101,"When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",en,7.0,"['Crime', 'Thriller']","['robbery', 'based on novel or book', 'jewelry', 'los angeles, california', 'police detective', 'diamond heist', 'insurance', 'lapd', 'motorcycle chase', 'jewel robbery', 'ford mustang', 'antwerp diamonds']",
1084242,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",en,7.61,"['Animation', 'Comedy', 'Adventure', 'Family', 'Mystery']","['snake', 'bunny', 'fox', 'cop', 'sequel', 'anthropomorphism', 'animals', 'displacement', 'buddy cop', 'buddy comedy', 'complex', 'playful', 'talking animal', '3d animation', 'embarrassed', 'excited']",
840464,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",en,6.4,"['Adventure', 'Thriller', 'Science Fiction']","['natural disaster', 'shelter', 'survival', 'disaster', 'shocking', 'frantic']",
1054867,One Battle After Another,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",en,7.394,"['Thriller', 'Crime', 'Comedy']","['rebellion', 'based on novel or book', 'resistance', 'usa–mexico border', 'riot', 'interracial relationship', 'on the run', 'xenophobia', 'aftercreditsstinger', 'missing daughter', 'white supremacy', 'anti-fascism', 'father daughter relationship', 'revolutionaries', 'african american', 'anti-racism', 'immigration detention center']",
1327819,Hoppers,"Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.",en,7.706,"['Animation', 'Family', 'Science Fiction', 'Comedy']","['human vs nature', 'beaver', 'transhumanism', 'consciousness', 'aftercreditsstinger', 'duringcreditsstinger', 'human becoming an animal', 'robotic animal', '3d animation', 'lighthearted', 'oregon']",
1236153,Mercy,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",en,7.09,"['Science Fiction', 'Action', 'Thriller']","['race against time', 'mission', 'artificial intelligence (a.i.)', 'bomb', 'kidnapping', 'los angeles, california', 'false accusations', 'innocent suspect', 'father daughter relationship', 'criminal justice system', 'evidence room', 'near future', 'screenlife', 'intense', 'crime', 'dystopian sci-fi']",
1193501,Whistle,"A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",en,6.075,"['Horror', 'Mystery']","['high school', 'grave', 'evil spirit', 'school', 'death', 'whistle', 'based on short story', 'supernatural horror', 'cautionary', 'cursed object', 'teen horror', 'horror']",
1233413,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",en,7.5,"['Horror', 'Action', 'Thriller']","['chicago, illinois', 'capitalism', 'ku klux klan', 'musician', 'immortality', 'vampire', 'surrealism', 'sin', 'alcoholism', 'vampire hunter (slayer)', 'church', 'twins', 'blunt', 'estranged wife', 'dual role', 'cousin relationship', 'death of daughter', 'blues music', 'aftercreditsstinger', 'klansmen', '1990s', '1930s', 'salvation', 'assimilation', 'chinese immigrant', 'brother brother relationship', 'southern gothic', 'afro-descendants', 'cousins', 'supernatural horror', 'playful', 'train station', 'mississippi', 'frightened']",
1316092,"""Wuthering Heights""","Tragedy strikes when Heathcliff falls in love with Catherine Earnshaw, a woman from a wealthy family in 18th-century England.",en,6.352,"['Romance', 'Drama']","['dying and death', 'infidelity', 'based on novel or book', 'forbidden love', 'grief', 'orphan', 'period drama', 'sexual sadism', 'kinky', 'foster child', '18th century', 'woman director', 'disturbed', 'gothic romance', 'whitewashing', 'passion and romance', 'romantic drama', 'violence', 'depressing', 'bitter', 'conceited', 'cruel', 'ghoulish', 'melodramatic', 'gothic period', 'pettiness', 'period romance', 'sensual']",
1058710,Bloodline Killer,Moira Cole endeavors to rebuild her shattered life after her family's murder at the hands of her deranged and obsessed cousin.,en,5.822,"['Horror', 'Thriller']",[],
680493,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",en,5.022,"['Mystery', 'Drama', 'Horror']","['monster', 'wife', 'supernatural', 'letter', 'painter', 'sequel', 'punishment', 'love', 'survival', 'murder', 'creature', 'based on video game', 'ghost town', 'psychological', 'plot twist', 'psychological horror', 'violence', 'cliché']",
1088434,Hellfire,A drifter with a mysterious past arrives in a small town and finds the residents in the grip of a ruthless crime boss and realizes he has to help them.,en,6.922,"['Action', 'Thriller']",[],
1168190,The Wrecking Crew,"Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.",en,6.885,"['Action', 'Comedy', 'Crime', 'Mystery']","['reunion', 'helicopter chase', 'brother brother relationship', 'lighthearted', 'ambivalent', 'defiant', 'loss of father']",
1419406,The Shadow's Edge,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,zh,7.208,"['Action', 'Crime', 'Drama', 'Thriller']",['excited'],
1368166,The Housemaid,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",en,7.233,"['Drama', 'Mystery', 'Thriller']","['based on novel or book', 'psychological thriller', 'housekeeper', 'attic', 'housemaid', 'adaptation', 'dramatic', 'mystery', 'suspense thriller']",
755898,War of the Worlds,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",en,4.162,"['Science Fiction', 'Thriller']","['government', 'attack', 'privacy', 'surveillance', 'cybersecurity', 'district', 'online privacy', 'screenlife', 'war']",
1582770,Dhurandhar: The Revenge,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",hi,7.5,"['Action', 'Crime', 'Thriller']","['undercover', 'espionage', 'spy', 'patriotism', 'nationalism', 'gore', 'gang leader', 'pakistan', 'sequel', 'torture', 'india', 'terrorist attack', 'undercover operation', 'gun violence', 'bloodshed', 'political corruption', 'weapons', 'intense', 'cruel', 'excited']",
1634301,Vanaveera,A descendant of the Vanara clan is pushed into conflict when a modern-day Ravana seizes his only bike for an election rally. What starts as a petty injustice soon erupts into a fierce fight for self-respect and dignity.,te,7.0,"['Action', 'Drama']",[],
1242898,Predator: Badlands,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",en,7.702,"['Action', 'Science Fiction', 'Adventure']","['survival', 'outcast', 'alien planet', 'team up', 'intense']",
969681,Spider-Man: Brand New Day,"Four years have passed since the events of No Way Home, and Peter is now an adult living entirely alone, having voluntarily erased himself from the lives and memories of those he loves. Crime-fighting in a New York that no longer knows his name, he's devoted himself entirely to protecting his city — a full-time Spider-Man — but as the demands on him intensify, the pressure sparks a surprising physical evolution that threatens his existence, even as a strange new pattern of crimes gives rise to one of the most powerful threats he has ever faced.",en,0.0,"['Science Fiction', 'Action', 'Adventure']","['superhero', 'based on comic', 'super power', 'marvel cinematic universe (mcu)', 'masked superhero', 'spider-man']",
1284460,Alpha,"Alpha, a troubled 13-year-old lives with her single mom. Their world collapses the day she returns from school with a tattoo on her arm.",fr,6.376,"['Horror', 'Drama', 'Science Fiction', 'Thriller']","['coming of age', 'disease', 'pandemic', 'mother daughter relationship', 'body horror', 'depressing']",
1234731,Anaconda,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",en,5.862,"['Adventure', 'Comedy', 'Horror']","['snake', 'animal attack', 'amazon rainforest', 'film in film', 'jungle', 'reptile', 'anaconda', 'reboot', 'animal horror', 'meta', 'amused', 'bold']",
1451398,Re/Member: The Last Night,"Three years after completing a deadly game, high schoolers trapped in a looping nightmare must survive brutal encounters and unravel a terrifying curse.",ja,4.7,['Horror'],"['based on manga', 'occult', 'japanese high school', 'teen horror']",
1387382,Hunting Season,"When a reclusive survivalist and his daughter rescue a mysterious, wounded woman from a river, they become entangled in a deadly web of violence and revenge, forcing them to confront a brutal criminal to survive.",en,6.984,"['Action', 'Drama', 'Thriller']",[],
1119449,"Good Luck, Have Fun, Don't Die",A 'Man from the Future' arrives at an LA diner where he must recruit the precise combination of disgruntled patrons to join him on a one-night quest to save the world from the terminal threat of a rogue artificial intelligence.,en,6.878,"['Science Fiction', 'Action', 'Comedy']","['time travel', 'diner', 'transhumanism', 'los angeles, california', 'dark future', 'mother son relationship', 'adventure comedy', 'assertive', 'bold', 'sci-fi adventure', 'artificial intelligence', 'team mission']",
11375,Hollywood Homicide,"Joe Gavilan and his new partner K. C. Calden, are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",en,5.2,"['Action', 'Adventure', 'Comedy', 'Thriller']","['rap music', 'undercover', 'hitman', 'chase', 'gangster', 'rivalry', 'hollywood', 'los angeles, california', 'criminal', 'murder investigation', 'action hero', 'corrupt cop']",
1167307,David,"From the songs of his mother’s heart to the whispers of a faithful God, David’s story begins in quiet devotion. When the giant Goliath rises to terrorize a nation, a young shepherd armed with only a sling, a few stones, and unshakable faith steps forward. Pursued by power and driven by purpose, his journey tests the limits of loyalty, love, and courage—culminating in a battle not just for a crown, but for the soul of a kingdom.",en,8.0,"['Animation', 'Family', 'Drama']","['bible', 'musical', 'prophet', 'david vs. goliath', 'independent film', 'bible prophecy', 'biblical epic']",
7451,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",en,5.98,"['Action', 'Adventure', 'Thriller', 'Crime', 'Drama']","['mission', 'biological weapon', 'sports car', 'cold war', 'prague, czech republic', 'nsa agent', 'adrenaline junkie', 'thrill seeker']",
991708,El Conde,"After living for over two centuries, Augusto Pinochet is a vampire ready to die… but the vultures around him won't let him go without one last bite.",es,6.157,"['Fantasy', 'Comedy', 'Horror']","['vampire', 'seclusion', 'satire', 'black and white']",
337170,American Made,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",en,6.9,"['Action', 'Comedy', 'Crime', 'Drama']","['central intelligence agency (cia)', 'drug smuggling', 'money laundering', 'pilot', 'based on true story', 'drug cartel', 'illegal drugs', 'dea agent', '1980s', 'pablo escobar']",
217890,The Hook,Three soldiers in Korea go through inner torment when they're ordered to execute an enemy soldier.,en,6.1,"['War', 'Drama']","['ship', 'based on novel or book', 'tanker', 'prisoner of war', 'korean war (1950-53)', 'u.s. soldier', 'order', 'enemy soldier', ""ship's crew""]",
1317288,Marty Supreme,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",en,7.468,"['Drama', 'Thriller']","['new york city', 'sports', 'capitalism', 'pregnancy', 'hustler', 'ping pong', 'tokyo, japan', 'pregnant woman', 'character study', 'scheming', '1950s', 'dedication', 'american businessman', 'anxious', 'jewish', 'table tennis', 'amused', 'bewildered']",
1306368,The Rip,"Trust frays when a team of Miami cops discovers millions in cash inside a run-down stash house, calling everyone — and everything — into question.",en,7.068,"['Action', 'Thriller', 'Crime']","['miami, florida', 'police', 'investigation', 'shootout', 'dirty cop', 'trust', 'attic', 'sting operation', 'cartel', 'hidden money', 'fbi agent', 'drug money', 'violence', 'straightforward']",
1217584,Torrente for President,"Years have passed since his last adventure, but José Luis Torrente, the most politically incorrect former cop in Spain, still sees himself as a national hero.",es,6.5,['Comedy'],"['political satire', 'political corruption', 'political comedy', 'black comedy']",
1314786,Agent Zeta,"Four Spanish ex-intelligence officers are assassinated simultaneously worldwide. The CNI discovers all participated in the covert ""Operation Ciénaga"" decades ago in Colombia. Zeta, the CNI's best operative, must hunt and protect the sole survivor, facing his deadliest global mission yet. Top Colombian agent Alfa will join Zeta, seemingly knowing more about ""Ciénaga""'s secrets than him.",es,6.7,"['Drama', 'Thriller']",['spy thriller'],
1584215,The Internship,"A CIA-trained assassin recruits other graduates from her secret childhood program, The Internship, to violently destroy the organization. The CIA fights back with deadly force.",en,6.11,['Action'],[],
858024,Hamnet,"The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet.",en,7.713,"['Drama', 'Romance', 'History']","['based on novel or book', 'grief', 'historical fiction', 'death in family', 'woman director', '16th century', 'period film', 'based on real person']",
1362514,House on Eden,"Paranormal investigators Kris, Celina and their videographer Jay are rerouted to an abandoned house deep in the woods, where they find themselves facing a force unlike anything they've encountered before. As the night spirals into chaos, missing crew members and eerie phenomena hint at an ancient, malevolent presence watching their every move.",en,4.731,['Horror'],"['abandoned house', 'woods', 'paranormal investigation', 'found footage', 'hopeless', 'supernatural horror', 'evil spirits', 'pathetic']",
803796,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",en,8.041,"['Fantasy', 'Music', 'Comedy', 'Animation']","['double life', 'loyalty', 'supernatural', 'affectation', 'musical', 'female friendship', 'female protagonist', 'demon', 'self-doubt', 'sing-along', 'girl power', 'duringcreditsstinger', 'demon hunter', 'girl group', 'boy band', 'fandom', 'k-pop', 'action comedy', 'found family', 'south korea', 'korean', '3d animation', 'lighthearted', 'grand', 'half demon', 'save the world', 'self-redemption', 'powerful', 'k-pop group', 'trio']",
696393,Cold Storage,"When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extinction.",en,6.736,"['Horror', 'Science Fiction', 'Comedy']","['australia', 'based on novel or book', 'mutation', 'vomit', 'deer', 'outbreak', 'survival', 'nuclear bomb', 'epidemic', 'fungus', 'underground facility', 'storage compound', 'hilarious', 'sci-fi horror', 'harsh', 'comedy horror']",
46283,The Sisters,"Based on Anton Chekov's ""The Three Sisters"" about siblings living in a college town who struggle with the death of their father and try to reconcile relationships in their own lives.",en,4.8,['Drama'],"['adultery', 'based on play or musical', 'teacher']",
54979,Robinson Crusoe,"The titular adventurer, after defying his parents to go to sea, survives a shipwreck and becomes a castaway on a deserted island for nearly thirty years, learning to build a new life from scratch, discovering companionship with a native man he names Friday, and eventually returning to civilisation a changed man, finding wealth and new challenges.",en,6.339,"['Adventure', 'Drama']","['mutiny', 'island', 'cat', 'shipwreck', 'loneliness', 'cannibal', 'shore', 'deserted island', 'tropical island']",
1272837,28 Years Later: The Bone Temple,Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,en,7.199,"['Horror', 'Thriller', 'Science Fiction']","['england', 'post-apocalyptic future', 'satanism', 'satanist', 'sequel', 'satan', 'survival', 'zombie', 'death', 'crucifix', 'survival horror', 'satanic cult', 'zombie apocalypse', 'shocking', 'northumberland']",
1448560,Wildcat,An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.,en,6.201,"['Action', 'Thriller']","['playful', 'embarrassed']",
458576,Monster Hunter,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",en,6.526,"['Action', 'Fantasy', 'Adventure']","['giant monster', 'female soldier', 'another dimension', 'bow and arrow', 'based on video game', 'swordswoman', 'dimensional travel', 'somber', 'ambiguous', 'bold', 'exuberant', 'objective', 'vibrant']",
11431,Fever Pitch,"When Ben Wrightman, a young teacher, begins dating pretty businesswoman Lindsey Meeks, the two don't seem to have a lot of the same interests, but they fall in love, regardless. Their romance goes well until baseball season begins, and Lindsey soon realizes that Ben is completely obsessed with the Boston Red Sox. Though she tries to understand Ben's passionate team loyalty, eventually it threatens to end their otherwise happy relationship.",en,6.2,"['Romance', 'Comedy']","['sports', 'workaholic', 'baseball', 'affectation', 'fanatic', 'relationship problems', 'death of father', 'teacher', 'curse', 'dating', 'man child', 'red sox', 'fenway park', 'group of friends', 'uncle nephew relationship', 'nostalgic', 'boyfriend girlfriend relationship', 'baseball stadium', 'world series', 'angry', 'major league baseball (mlb)', 'egotistical', 'hilarious', 'whimsical', 'amused', 'antagonistic', 'empathetic', 'sympathetic', 'season tickets', 'working toward job promotion']",
1539104,JUJUTSU KAISEN: Execution,"A veil abruptly descends over the busy Shibuya area amid the bustling Halloween crowds, trapping countless civilians inside. Satoru Gojo, the strongest jujutsu sorcerer, steps into the chaos. But lying in wait are curse users and spirits scheming to seal him away. Yuji Itadori, accompanied by his classmates and other top-tier jujutsu sorcerers, enters the fray in an unprecedented clash of curses — the Shibuya Incident. In the aftermath, ten colonies across Japan are transformed into dens of curses in a plan orchestrated by Noritoshi Kamo. As the deadly Culling Game starts, Special Grade sorcerer Yuta Okkotsu is assigned to carry out Yuji's execution for his perceived crimes. A compilation movie of Shibuya Incident including the first two episodes of the Culling Games arc.",ja,5.8,"['Animation', 'Action', 'Fantasy']","['compilation', 'based on manga', 'edited from tv series', 'shounen', 'anime', 'distressing']",
425274,Now You See Me: Now You Don't,"The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.",en,6.5,"['Thriller', 'Crime']","['diamond', 'antwerp', 'sequel', 'heist', 'diamond heist', 'illusionist', 'team up', 'antwerp diamonds']",
384530,Cipher Bureau,The younger brother of an officer in a secret government code-breaking unit gets involved with a gang of spies and a beautiful double agent.,en,4.4,['Drama'],"['spy', 'code breaking']",
1650558,Abot Langit,"The relationship of a couple is tested when the girl’s first official flight pairs her with a confident senior pilot, jealousy and power dynamics surface in the training ground. The girl is now torn between her present relationship and new temptation she can’t resist.",tl,5.0,['Romance'],['sexy'],
278,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",en,8.717,"['Drama', 'Crime']","['prison', 'friendship', 'police brutality', 'corruption', 'based on novel or book', 'freedom', 'hope', 'prison cell', 'delinquent', 'redemption', 'parole board', 'prison escape', 'wrongful imprisonment', 'interracial friendship', 'framed for murder', 'hopeless', '1940s', 'voiceover', 'hopeful']",
1062722,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",en,7.7,"['Drama', 'Fantasy', 'Horror']","['monster', 'based on novel or book', 'supernatural', 'surgeon', 'mad scientist', 'reanimation', 'macabre', 'burlesque', 'father son relationship', 'mother son relationship', 'frankenstein']",
1601243,Oscar Shaw,"After retiring from the police force, a relentless detective haunted by the tragic loss of his closest friend sets out on a perilous quest for vengeance, seeking redemption and fighting to restore justice to the streets he once swore to protect.",en,6.692,"['Action', 'Crime', 'Thriller', 'Western']",[],
157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,en,8.468,"['Adventure', 'Drama', 'Science Fiction']","['rescue', 'future', 'spacecraft', 'race against time', 'artificial intelligence (a.i.)', 'nasa', 'time warp', 'dystopia', 'expedition', 'space travel', 'wormhole', 'famine', 'hibernation', 'black hole', 'quantum mechanics', 'family relationships', 'space', 'robot', 'astronaut', 'scientist', 'single father', 'farmer', 'space station', 'space adventure', 'time paradox', 'time-manipulation', 'cryonics', 'father daughter relationship', '2060s', 'cornfield']",
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",en,7.97,"['Science Fiction', 'Action', 'Adventure']","['new york city', 'superhero', 'shield', 'based on comic', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']",
1426964,State of Fear,"As São Paulo erupts in an unprecedented wave of violence, a lawyer with underworld ties must strike a deal with the police to rescue her kidnapped niece.",pt,5.424,"['Action', 'Thriller', 'Crime', 'Drama']",['romantic'],
1516744,Shall we Dance?,"Hailey Hartz was born to a normal family, led a normal college-student life and now works at a normal job. This normal guy created a normal family and thus has the kind of good fortune that anyone would be envious of. Nothing is unsatisfactory about his life, we would expect. But even so, Hailey believes something to change his day-to-day routine awaits him at some point down the line. One day, on his daily commute, he looks up from a train station platform to discover a ballroom dance studio. As he stares at a beautiful woman standing in the studio's window, a vague notion comes to him: What if he were to muster up a bit of courage and march right toward the door? Would his fortunes see a massive change? Piqued by this thought, and after much inner debate, Hailey sets foot inside the dance studio.",ja,0.0,[],"['takarazuka', 'takarazuka revue']",
1511417,Bāhubali: The Epic,"When a mysterious child is found by a tribal couple near a roaring waterfall, they raise him as their own. As he grows, Sivudu is drawn to the world beyond the cliffs, where he discovers the ancient kingdom of Mahishmati, ruled by a cruel tyrant, haunted by rebellion, and bound to his past. What begins as a quest for love soon unravels a legacy of betrayal, sacrifice, and a forgotten prince.",te,6.0,"['Action', 'Drama']","['affectation', 'flashback', 'revenge', 'alternate history', 'historical fiction', 'fratricide', 'ancient india', 'regicide', 'multi generational', 'absurd', 'hindu shiva', 'multiple timelines', 'remastered', 'epic film', ""director's cut""]",
1367642,Reminders of Him,"When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance.",en,7.0,"['Romance', 'Drama']","['wyoming, usa', 'based on novel or book', 'loss of loved one', 'release from prison', 'mistake', 'car accident', 'second chance', 'ex-con', 'child custody', 'return to hometown', 'romantic drama', 'cliché', 'forgiveness and reconciliation']",
759584,Surrounded,"After her stagecoach is ambushed, a woman is  tasked with holding a dangerous outlaw captive and must survive the day when the bandit’s gang tries to free him.",en,6.041,"['Western', 'Action', 'Drama']","['civil war', 'gold mine', 'outlaw', 'frontier', 'stagecoach', 'buffalo soldier']",
36568,Paulie,"Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.",en,6.9,"['Drama', 'Comedy', 'Family', 'Adventure']","['research', 'parrot', 'thief', 'talking animal']",
1266127,Ready or Not: Here I Come,"Moments after surviving an all-out attack from the Le Domas family, Grace discovers she’s reached the next level of the nightmarish game — and this time with her estranged sister Faith at her side. Grace has one chance to survive, keep her sister alive, and claim the High Seat of the Council that controls the world. Four rival families are hunting her for the throne, and whoever wins rules it all.",en,7.5,"['Horror', 'Comedy']","['escape', 'ritual', 'dark comedy', 'satanism', 'gore', 'pact with the devil', 'sequel', 'game', 'exploding body', 'satanic ritual', 'satanic cult', 'estranged sister', 'sister sister relationship', 'satanic', 'sisters', 'death game', 'horror']",
1401778,Turbulence,"Young married couple Zach and Emmy decide to take a hot air balloon trip across the Italian Dolomites to rekindle their relationship. When they and pilot Harry are joined by a third passenger, Julia, events unfold in ways they could never imagine five thousand meters in the air.",en,5.9,"['Thriller', 'Action', 'Adventure', 'Drama', 'Fantasy']","['italy', 'married couple', 'pilot', 'hot air balloon', 'couple', 'dolomites', 'survival thriller']",
1170608,Dune: Part Three,"As Emperor, Paul Atreides grapples with the consequences of his rise to power as political conspiracies and a galaxy-spanning holy war threaten the future he alone can foresee.",en,0.0,"['Adventure', 'Science Fiction']","['based on novel or book', 'space sci-fi', 'dune']",
461955,Rakka,"A story of broken humanity following the invasion of a technologically superior alien species. Bleak, harrowing, and unrelenting, the humans must find enough courage to go on fighting.",en,6.994,"['Action', 'Science Fiction', 'Horror', 'War']","['dystopia', 'alien', 'alien contact', 'evil alien', 'short film']",
911430,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,en,7.751,"['Action', 'Drama']","['sports', 'comeback', 'racing', 'race car driver', 'sport competition', 'beforecreditsstinger', 'rookie', 'formula one (f1)', 'motorsport', 'car racing']",
